order_id,customer_id,order_created_at,delivery_at,product_id,product_category,product_price,discount_pct,order_value,payment_method,device_id,address_id,payment_fingerprint,region,customer_account_age_at_order
O000216,C07431,2025-01-02,2025-01-07,SKU01473,fashion,1861.14,1.67,1830.09,card,D07431,A07431,P07431,N,1
O000217,C07180,2025-01-02,2025-01-06,SKU02035,fashion,1239.35,3.26,1198.99,upi,D07180,A07180,P07180,W,1
O000218,C05773,2025-01-02,2025-01-05,SKU00125,beauty,1597.78,14.94,1359.08,cod,D05773,A05773,P05773,N,1
O000219,C08960,2025-01-02,2025-01-04,SKU01443,electronics,2797.82,18.02,2293.74,wallet,D08960,A08960,P08960,N,1
O000220,C03923,2025-01-02,2025-01-07,SKU00946,home,3744.28,20.3,2984.22,cod,D03923,A03923,P03923,NE,1
O000221,C00889,2025-01-02,2025-01-06,SKU04216,fashion,1802.16,14.04,1549.14,wallet,D00889,A00889,P00889,N,1
O000222,C08267,2025-01-02,2025-01-03,SKU02932,electronics,7503.15,22.54,5812.1,upi,D08267,A08267,P08267,S,1
O000223,C07005,2025-01-02,2025-01-07,SKU03218,home,2422.85,33.09,1621.21,cod,D07005,A07005,P07005,N,1
O000224,C02092,2025-01-02,2025-01-05,SKU00827,beauty,2232.61,5.0,2120.95,upi,D02092,A02092,P02092,S,1
O000225,C05852,2025-01-02,2025-01-06,SKU03496,home,1006.81,12.72,878.75,cod,D05852,A05852,P05852,W,1
O000226,C05068,2025-01-02,2025-01-06,SKU02092,electronics,11576.13,12.12,10173.11,upi,D05068,A05068,P05068,N,1
O000227,C01986,2025-01-02,2025-01-04,SKU03583,home,4674.15,2.25,4569.06,card,D01986,A01986,P01986,N,1
O000228,C05377,2025-01-02,2025-01-07,SKU02755,electronics,5609.25,4.77,5341.96,cod,D05377,A05377,P05377,N,1
O000229,C01290,2025-01-02,2025-01-05,SKU01239,fashion,1803.51,31.98,1226.73,cod,D01290,A01290,P01290,W,1
O000230,C05227,2025-01-02,2025-01-03,SKU03585,electronics,15925.92,5.95,14977.68,upi,D05227,A05227,P05227,W,1
O000231,C01143,2025-01-02,2025-01-06,SKU00371,home,1987.09,1.99,1947.63,upi,D01143,A01143,P01143,N,1
O000232,C02882,2025-01-02,2025-01-07,SKU01416,sports,429.5,30.09,300.25,upi,D02882,A02882,P02882,S,1
O000233,C09681,2025-01-02,2025-01-03,SKU02639,electronics,6116.65,1.5,6024.71,card,D09681,A09681,P09681,W,1
O000234,C08974,2025-01-02,2025-01-04,SKU03997,electronics,7420.77,22.38,5759.83,card,D08974,A08974,P08974,E,1
O000235,C00783,2025-01-02,2025-01-05,SKU00346,beauty,1411.04,9.77,1273.15,card,D00783,A00783,P00783,N,1
O000236,C09262,2025-01-02,2025-01-07,SKU00326,electronics,3163.92,21.68,2478.13,cod,D09262,A09262,P09262,E,1
O000237,C00968,2025-01-02,2025-01-04,SKU04328,beauty,328.42,12.98,285.8,card,D00968,A00968,P00968,E,1
O000238,C08219,2025-01-02,2025-01-07,SKU02495,home,7355.33,3.07,7129.37,upi,D08219,A08219,P08219,N,1
O000239,C08240,2025-01-02,2025-01-07,SKU03835,home,28904.53,11.97,25444.52,card,D08240,A08240,P08240,S,1
O000240,C06432,2025-01-02,2025-01-06,SKU03043,fashion,1052.92,1.21,1040.14,upi,D06432,A06432,P06432,W,1
O000241,C01687,2025-01-02,2025-01-05,SKU03284,sports,1233.51,11.03,1097.48,cod,D01687,A01687,P01687,N,1
O000242,C01814,2025-01-02,2025-01-07,SKU02486,beauty,2144.7,4.69,2044.2,card,D01814,A01814,P01814,S,1
O000243,C08491,2025-01-02,2025-01-03,SKU03764,fashion,2036.9,1.23,2011.81,card,D08491,A08491,P08491,W,1
O000244,C07802,2025-01-02,2025-01-05,SKU03427,fashion,1362.02,12.83,1187.28,card,D07802,A07802,P07802,S,1
O000245,C09102,2025-01-02,2025-01-04,SKU01153,sports,2948.87,11.67,2604.65,wallet,D09102,A09102,P09102,E,1
O000246,C07662,2025-01-02,2025-01-03,SKU02177,beauty,1566.19,12.0,1378.2,cod,D07662,A07662,P07662,N,1
O000247,C05900,2025-01-02,2025-01-07,SKU02645,home,2316.99,29.4,1635.88,wallet,D05900,A05900,P05900,N,1
O000248,C00507,2025-01-02,2025-01-06,SKU01190,home,4371.03,34.63,2857.13,card,D00507,A00507,P00507,N,1
O000249,C04622,2025-01-02,2025-01-06,SKU01146,electronics,4340.59,4.37,4151.11,cod,D04622,A04622,P04622,NE,1
O000250,C06987,2025-01-02,2025-01-06,SKU02559,electronics,7459.25,17.86,6127.09,upi,D06987,A06987,P06987,S,1
O000251,C00056,2025-01-02,2025-01-05,SKU02560,electronics,6299.74,17.53,5195.34,wallet,D00056,A00056,P00056,N,1
O000252,C00551,2025-01-02,2025-01-04,SKU03466,electronics,15434.86,7.66,14252.99,upi,D00551,A00551,P00551,N,1
O000253,C07638,2025-01-02,2025-01-07,SKU01878,grocery,301.75,9.51,273.05,upi,D07638,A07638,P07638,NE,1
O000254,C01172,2025-01-02,2025-01-03,SKU03183,electronics,4391.01,14.24,3765.67,card,D01172,A01172,P01172,W,1
O000255,C01920,2025-01-02,2025-01-03,SKU03613,home,1932.43,9.1,1756.62,upi,D01920,A01920,P01920,W,1
O000256,C09805,2025-01-02,2025-01-03,SKU00196,home,1530.13,7.6,1413.88,wallet,D09805,A09805,P09805,E,1
O000257,C09255,2025-01-02,2025-01-05,SKU00862,fashion,742.58,3.23,718.61,upi,D09255,A09255,P09255,N,1
O000258,C00526,2025-01-02,2025-01-05,SKU03850,grocery,377.25,27.66,272.9,card,D00526,A00526,P00526,NE,1
O000259,C06798,2025-01-02,2025-01-04,SKU02529,fashion,1033.24,15.88,869.16,cod,D06798,A06798,P06798,S,1
O000260,C03662,2025-01-02,2025-01-07,SKU04299,fashion,2929.94,12.07,2576.43,cod,D03662,A03662,P03662,W,1
O000261,C01990,2025-01-02,2025-01-03,SKU00250,electronics,3403.05,21.75,2663.01,card,D01990,A01990,P01990,W,1
O000262,C06596,2025-01-02,2025-01-07,SKU01755,home,1358.62,10.07,1221.79,upi,D06596,A06596,P06596,S,1
O000263,C00757,2025-01-02,2025-01-06,SKU03627,grocery,1369.09,8.17,1257.29,upi,D00757,A00757,P00757,S,1
O000264,C03388,2025-01-02,2025-01-03,SKU03476,fashion,2035.88,13.47,1761.74,card,D03388,A03388,P03388,S,1
O000265,C05929,2025-01-02,2025-01-06,SKU04207,grocery,2051.82,13.74,1769.88,upi,D05929,A05929,P05929,N,1
O000266,C00532,2025-01-02,2025-01-05,SKU03126,electronics,5728.67,22.06,4465.14,card,D00532,A00532,P00532,S,1
O000267,C08244,2025-01-02,2025-01-03,SKU00685,sports,1448.97,13.22,1257.42,upi,D08244,A08244,P08244,N,1
O000268,C09033,2025-01-02,2025-01-04,SKU00231,electronics,18606.64,8.76,16977.54,upi,D09033,A09033,P09033,W,1
O000269,C09723,2025-01-02,2025-01-07,SKU00303,fashion,916.75,20.84,725.66,card,D09723,A09723,P09723,S,1
O000270,C00914,2025-01-02,2025-01-03,SKU00723,home,2748.48,9.4,4852.65,cod,D00914,A00914,P00914,W,1
O000271,C07668,2025-01-02,2025-01-05,SKU02377,fashion,1417.75,16.13,1189.02,cod,D07668,A07668,P07668,S,1
O000272,C04141,2025-01-02,2025-01-07,SKU01013,grocery,1060.48,2.74,1031.41,upi,D04141,A04141,P04141,N,1
O000273,C08215,2025-01-02,2025-01-04,SKU01316,fashion,1849.19,6.29,1732.82,card,D08215,A08215,P08215,W,1
O000274,C05058,2025-01-02,2025-01-06,SKU04068,fashion,1507.36,23.74,1149.46,card,D05058,A05058,P05058,W,1
O000275,C05292,2025-01-02,2025-01-04,SKU02026,beauty,1454.16,11.42,1288.13,upi,D05292,A05292,P05292,W,1
O000276,C09178,2025-01-02,2025-01-05,SKU01243,sports,1832.88,11.69,1618.56,upi,D09178,A09178,P09178,W,1
O000277,C01130,2025-01-02,2025-01-06,SKU01769,fashion,650.89,11.64,575.1,upi,DCO0002,ACO0002,PCO0002,N,1
O000278,C06220,2025-01-02,2025-01-03,SKU01429,fashion,1849.37,4.16,1772.41,upi,D06220,A06220,P06220,N,1
O000279,C03217,2025-01-02,2025-01-06,SKU01528,beauty,1734.21,14.87,1476.4,upi,D03217,A03217,P03217,E,1
O000280,C05559,2025-01-02,2025-01-07,SKU04266,electronics,5616.27,13.39,4864.46,upi,D05559,A05559,P05559,NE,1
O000281,C05254,2025-01-02,2025-01-07,SKU01615,grocery,887.78,20.36,707.05,card,D05254,A05254,P05254,N,1
O000282,C09811,2025-01-02,2025-01-05,SKU04272,fashion,2911.9,18.92,2361.0,wallet,D09811,A09811,P09811,NE,1
O000283,C04536,2025-01-02,2025-01-03,SKU04471,sports,2134.97,17.18,1768.23,card,D04536,A04536,P04536,S,1
O000284,C06912,2025-01-02,2025-01-04,SKU04001,home,11590.18,10.81,10337.53,card,D06912,A06912,P06912,S,1
O000285,C07710,2025-01-02,2025-01-05,SKU03639,electronics,6892.35,22.27,5357.59,wallet,D07710,A07710,P07710,NE,1
O000286,C02935,2025-01-02,2025-01-03,SKU01194,beauty,1503.14,35.11,975.4,card,D02935,A02935,P02935,N,1
O000287,C09543,2025-01-02,2025-01-05,SKU01980,electronics,18149.7,18.39,14811.57,upi,D09543,A09543,P09543,E,1
O000288,C02908,2025-01-02,2025-01-05,SKU02517,beauty,1030.13,11.32,913.55,upi,D02908,A02908,P02908,S,1
O000289,C00368,2025-01-02,2025-01-03,SKU01317,grocery,673.19,8.79,614.04,upi,D00368,A00368,P00368,S,1
O000290,C09353,2025-01-02,2025-01-07,SKU00299,fashion,2009.78,35.6,1294.27,card,D09353,A09353,P09353,N,1
O000291,C03556,2025-01-02,2025-01-07,SKU02385,electronics,12480.65,17.19,10335.09,card,D03556,A03556,P03556,S,1
O000292,C08749,2025-01-02,2025-01-03,SKU01430,fashion,2016.83,30.94,1392.8,upi,D08749,A08749,P08749,S,1
O000293,C07272,2025-01-02,2025-01-03,SKU01580,fashion,1447.63,6.0,1360.82,upi,D07272,A07272,P07272,S,1
O000294,C08771,2025-01-02,2025-01-03,SKU01782,grocery,568.2,13.63,490.78,card,D08771,A08771,P08771,S,1
O000295,C07808,2025-01-02,2025-01-05,SKU03091,fashion,1569.35,14.57,1340.63,card,D07808,A07808,P07808,N,1
O000296,C00691,2025-01-02,2025-01-07,SKU03609,sports,4768.87,21.16,3759.97,card,D00691,A00691,P00691,S,1
O000297,C02168,2025-01-02,2025-01-04,SKU03990,fashion,1172.72,10.75,1046.65,upi,D02168,A02168,P02168,N,1
O000298,C08285,2025-01-02,2025-01-07,SKU00079,home,3504.11,16.67,2919.94,upi,D08285,A08285,P08285,S,1
O000299,C08517,2025-01-02,2025-01-06,SKU00457,beauty,1540.98,6.74,1437.12,upi,D08517,A08517,P08517,NE,1
O000300,C01521,2025-01-02,2025-01-05,SKU02005,electronics,4645.82,24.66,3500.25,upi,D01521,A01521,P01521,N,1
O000301,C09676,2025-01-02,2025-01-03,SKU03809,fashion,1535.89,31.52,1051.81,cod,D09676,A09676,P09676,E,1
O000302,C02866,2025-01-02,2025-01-03,SKU03481,fashion,1864.01,27.56,1350.2,cod,D02866,A02866,P02866,N,1
O000303,C09495,2025-01-02,2025-01-04,SKU00915,sports,3428.2,8.0,3153.92,cod,D09495,A09495,P09495,S,1
O000304,C00603,2025-01-02,2025-01-05,SKU03275,fashion,2280.39,32.88,1530.53,upi,D00603,A00603,P00603,W,1
O000305,C02398,2025-01-02,2025-01-04,SKU00230,fashion,2433.1,7.51,2250.33,upi,D02398,A02398,P02398,N,1
O000306,C01555,2025-01-02,2025-01-03,SKU02669,sports,3777.65,7.45,3496.35,upi,D01555,A01555,P01555,S,1
O000307,C07275,2025-01-02,2025-01-06,SKU02478,grocery,1394.87,7.16,1295.03,upi,D07275,A07275,P07275,E,1
O000308,C03950,2025-01-02,2025-01-07,SKU00851,grocery,795.7,10.69,710.61,card,D03950,A03950,P03950,W,1
O000309,C06653,2025-01-02,2025-01-05,SKU02984,fashion,3691.95,1.99,3618.31,card,D06653,A06653,P06653,S,1
O000310,C01334,2025-01-02,2025-01-07,SKU00420,grocery,526.19,19.38,424.2,card,D01334,A01334,P01334,N,1
O000311,C09607,2025-01-02,2025-01-06,SKU01769,sports,6614.56,21.85,5169.37,cod,D09607,A09607,P09607,W,1
O000312,C00637,2025-01-02,2025-01-07,SKU01278,fashion,2754.26,12.68,2404.97,upi,D00637,A00637,P00637,W,1
O000313,C00499,2025-01-02,2025-01-04,SKU01486,electronics,7566.7,9.21,6869.47,card,D00499,A00499,P00499,W,1
O000314,C03037,2025-01-02,2025-01-03,SKU02255,electronics,9112.74,25.93,6749.59,cod,D03037,A03037,P03037,E,1
O000315,C03545,2025-01-02,2025-01-04,SKU02755,fashion,2046.9,7.95,1884.09,cod,D03545,A03545,P03545,W,1
O000316,C05004,2025-01-02,2025-01-06,SKU01086,sports,3834.21,12.14,3368.67,card,D05004,A05004,P05004,S,1
O000317,C05814,2025-01-02,2025-01-04,SKU02067,fashion,1470.61,12.87,1281.32,cod,D05814,A05814,P05814,N,1
O000318,C01075,2025-01-02,2025-01-05,SKU00384,grocery,4406.08,15.97,3702.38,card,D01075,A01075,P01075,S,1
O000319,C04598,2025-01-02,2025-01-07,SKU00328,fashion,1882.61,13.21,1633.93,wallet,D04598,A04598,P04598,S,1
O000320,C03476,2025-01-02,2025-01-06,SKU00157,sports,5126.16,9.91,4618.22,cod,D03476,A03476,P03476,S,1
O000321,C02887,2025-01-02,2025-01-07,SKU02407,sports,3387.14,18.2,2770.84,card,D02887,A02887,P02887,N,1
O000322,C02943,2025-01-02,2025-01-07,SKU01357,grocery,2700.87,10.86,2407.51,wallet,D02943,A02943,P02943,W,1
O000323,C06326,2025-01-02,2025-01-07,SKU00861,home,2041.15,11.11,1814.39,cod,D06326,A06326,P06326,E,1
O000324,C00736,2025-01-02,2025-01-05,SKU01220,grocery,1381.36,32.3,935.2,card,D00736,A00736,P00736,S,1
O000325,C06004,2025-01-02,2025-01-05,SKU03080,electronics,12933.0,17.55,10662.65,upi,D06004,A06004,P06004,N,1
O000326,C07244,2025-01-02,2025-01-04,SKU03203,beauty,2393.28,14.87,2037.35,upi,D07244,A07244,P07244,W,1
O000327,C08060,2025-01-02,2025-01-03,SKU01759,sports,1710.32,17.78,1406.2,upi,D08060,A08060,P08060,W,1
O000328,C09622,2025-01-02,2025-01-07,SKU02426,sports,1327.27,9.6,1199.81,cod,D09622,A09622,P09622,W,1
O000329,C07996,2025-01-02,2025-01-07,SKU01972,fashion,1350.34,12.66,1179.33,upi,D07996,A07996,P07996,E,1
O000330,C06054,2025-01-02,2025-01-07,SKU03004,home,3013.5,10.66,2692.13,wallet,D06054,A06054,P06054,S,1
O000331,C01247,2025-01-02,2025-01-03,SKU03640,fashion,1648.62,15.66,1390.53,cod,D01247,A01247,P01247,S,1
O000332,C01965,2025-01-02,2025-01-03,SKU01044,fashion,3368.91,4.24,3226.13,upi,D01965,A01965,P01965,N,1
O000333,C02714,2025-01-02,2025-01-04,SKU00400,electronics,7511.39,15.16,6372.3,card,D02714,A02714,P02714,N,1
O000334,C02169,2025-01-02,2025-01-05,SKU04383,fashion,1300.29,14.47,1112.13,upi,D02169,A02169,P02169,E,1
O000335,C03688,2025-01-02,2025-01-06,SKU00337,grocery,763.07,9.53,690.35,cod,D03688,A03688,P03688,S,1
O000336,C01101,2025-01-02,2025-01-03,SKU00396,fashion,3412.9,1.51,3361.48,upi,D01101,A01101,P01101,N,1
O000337,C00967,2025-01-02,2025-01-07,SKU00325,home,4252.16,24.19,3223.68,upi,D00967,A00967,P00967,NE,1
O000338,C05265,2025-01-02,2025-01-04,SKU00935,fashion,4269.9,6.33,3999.43,upi,D05265,A05265,P05265,N,1
O000339,C00090,2025-01-02,2025-01-04,SKU02095,electronics,9382.73,24.12,7119.68,card,D00090,A00090,P00090,E,1
O000340,C06905,2025-01-02,2025-01-04,SKU02867,home,9380.78,11.02,8347.1,upi,D06905,A06905,P06905,N,1
O000341,C09519,2025-01-02,2025-01-07,SKU03137,beauty,559.13,13.02,486.34,upi,D09519,A09519,P09519,S,1
O000342,C02606,2025-01-02,2025-01-07,SKU04024,home,2414.43,24.92,1812.76,cod,D02606,A02606,P02606,E,1
O000343,C08204,2025-01-02,2025-01-07,SKU03091,electronics,4367.78,11.45,3867.6,upi,D08204,A08204,P08204,N,1
O000344,C00780,2025-01-02,2025-01-05,SKU02014,beauty,1627.64,16.1,1365.61,wallet,D00780,A00780,P00780,S,1
O000345,C04841,2025-01-02,2025-01-05,SKU04343,home,3065.63,11.08,2726.04,wallet,D04841,A04841,P04841,S,1
O000346,C06645,2025-01-02,2025-01-03,SKU00671,beauty,684.4,7.57,632.57,wallet,D06645,A06645,P06645,S,1
O000347,C01535,2025-01-02,2025-01-04,SKU02847,beauty,1058.52,11.34,938.48,upi,D01535,A01535,P01535,N,1
O000348,C07743,2025-01-02,2025-01-03,SKU04431,sports,1598.11,3.14,1547.97,card,D07743,A07743,P07743,W,1
O000349,C04929,2025-01-02,2025-01-03,SKU01008,fashion,1605.26,3.33,1551.83,card,D04929,A04929,P04929,S,1
O000350,C05751,2025-01-02,2025-01-03,SKU00735,home,2038.39,9.05,1853.99,upi,D05751,A05751,P05751,W,1
O000351,C04370,2025-01-02,2025-01-04,SKU00328,electronics,4138.04,4.74,3941.71,upi,D04370,A04370,P04370,E,1
O000352,C03004,2025-01-02,2025-01-04,SKU03634,electronics,20380.57,16.5,17017.48,cod,D03004,A03004,P03004,S,1
O000353,C05724,2025-01-02,2025-01-05,SKU00515,fashion,3076.86,17.17,2548.57,upi,D05724,A05724,P05724,NE,1
O000354,C05333,2025-01-02,2025-01-03,SKU02274,fashion,1562.1,5.89,1470.12,card,D05333,A05333,P05333,E,1
O000355,C06213,2025-01-02,2025-01-05,SKU00585,fashion,1762.67,1.29,1739.98,upi,D06213,A06213,P06213,N,1
O000356,C00047,2025-01-02,2025-01-05,SKU00308,beauty,1214.19,34.31,797.63,upi,D00047,A00047,P00047,S,1
O000357,C06701,2025-01-02,2025-01-04,SKU04318,home,4382.09,15.9,3685.15,cod,D06701,A06701,P06701,N,1
O000358,C07100,2025-01-02,2025-01-04,SKU00295,home,2946.46,9.33,2671.48,upi,D07100,A07100,P07100,S,1
O000359,C03713,2025-01-02,2025-01-05,SKU03897,home,3749.93,8.41,3434.47,card,D03713,A03713,P03713,S,1
O000360,C00068,2025-01-02,2025-01-06,SKU01570,electronics,15919.98,6.72,14850.26,upi,D00068,A00068,P00068,N,1
O000361,C07840,2025-01-02,2025-01-05,SKU00245,fashion,1767.84,27.94,1273.94,card,D07840,A07840,P07840,N,1
O000362,C01070,2025-01-02,2025-01-05,SKU03300,home,5680.98,4.29,5437.35,upi,D01070,A01070,P01070,NE,1
O000363,C05118,2025-01-02,2025-01-04,SKU02467,home,4152.21,23.43,3179.46,card,D05118,A05118,P05118,S,1
O000364,C00816,2025-01-02,2025-01-06,SKU00178,grocery,924.26,3.59,891.06,cod,D00816,A00816,P00816,W,1
O000365,C01921,2025-01-02,2025-01-04,SKU02330,grocery,465.52,21.33,366.21,card,D01921,A01921,P01921,E,1
O000366,C03103,2025-01-02,2025-01-07,SKU00042,fashion,1880.29,30.33,1310.05,upi,D03103,A03103,P03103,E,1
O000367,C07958,2025-01-02,2025-01-06,SKU00108,beauty,624.88,13.74,539.03,upi,D07958,A07958,P07958,W,1
O000368,C03946,2025-01-02,2025-01-06,SKU02565,home,3240.14,5.1,3074.83,cod,D03946,A03946,P03946,W,1
O000369,C03245,2025-01-02,2025-01-03,SKU04025,electronics,4363.17,1.39,4302.47,upi,D03245,A03245,P03245,W,1
O000370,C01830,2025-01-02,2025-01-03,SKU03817,electronics,4980.89,6.11,4676.38,upi,D01830,A01830,P01830,N,1
O000371,C01609,2025-01-03,2025-01-07,SKU04012,home,7287.04,2.82,7081.58,cod,D01609,A01609,P01609,N,2
O000372,C09482,2025-01-03,2025-01-08,SKU02538,sports,767.84,31.18,528.39,cod,DCO0021,ACO0021,PCO0021,NE,2
O000373,C08963,2025-01-03,2025-01-06,SKU01166,sports,1009.65,14.66,861.61,wallet,D08963,A08963,P08963,N,2
O000374,C03603,2025-01-03,2025-01-06,SKU02862,fashion,2772.65,5.44,2621.9,upi,D03603,A03603,P03603,N,2
O000375,C05150,2025-01-03,2025-01-05,SKU04044,sports,1008.29,9.07,916.81,card,D05150,A05150,P05150,N,2
O000376,C09448,2025-01-03,2025-01-04,SKU01921,fashion,1661.3,16.14,1393.24,wallet,D09448,A09448,P09448,NE,2
O000377,C08544,2025-01-03,2025-01-04,SKU02237,grocery,1077.59,1.72,1059.01,card,D08544,A08544,P08544,W,2
O000378,C07950,2025-01-03,2025-01-05,SKU02263,grocery,1304.5,6.64,1217.91,upi,D07950,A07950,P07950,NE,2
O000379,C01964,2025-01-03,2025-01-07,SKU02577,electronics,10217.14,11.97,8994.1,wallet,D01964,A01964,P01964,N,2
O000380,C02394,2025-01-03,2025-01-04,SKU00805,fashion,1059.87,4.93,1007.66,cod,D02394,A02394,P02394,N,2
O000381,C04635,2025-01-03,2025-01-05,SKU00175,sports,1370.38,8.74,1250.56,wallet,D04635,A04635,P04635,E,2
O000382,C07758,2025-01-03,2025-01-05,SKU02672,home,1568.04,28.54,1120.53,upi,D07758,A07758,P07758,N,1
O000383,C01529,2025-01-03,2025-01-05,SKU02831,fashion,2370.71,18.13,1940.95,upi,D01529,A01529,P01529,E,1
O000384,C05022,2025-01-03,2025-01-05,SKU02553,fashion,2384.76,21.18,1879.58,upi,D05022,A05022,P05022,W,2
O000385,C02954,2025-01-03,2025-01-06,SKU02152,fashion,1245.72,11.48,1102.72,wallet,D02954,A02954,P02954,W,2
O000386,C00478,2025-01-03,2025-01-05,SKU00532,electronics,8062.21,17.67,6637.81,upi,D00478,A00478,P00478,N,1
O000387,C01429,2025-01-03,2025-01-06,SKU02641,beauty,2732.91,5.97,2569.68,upi,D01429,A01429,P01429,W,2
O000388,C02737,2025-01-03,2025-01-08,SKU02069,grocery,237.86,19.62,191.19,cod,D02737,A02737,P02737,NE,2
O000389,C04627,2025-01-03,2025-01-08,SKU01360,sports,4700.76,13.77,4053.69,card,D04627,A04627,P04627,S,2
O000390,C08027,2025-01-03,2025-01-05,SKU01969,beauty,2094.64,7.86,1930.07,card,D08027,A08027,P08027,N,1
O000391,C08359,2025-01-03,2025-01-08,SKU04352,fashion,824.98,33.76,546.45,card,D08359,A08359,P08359,N,2
O000392,C08403,2025-01-03,2025-01-08,SKU03224,beauty,2674.57,10.4,2396.33,card,D08403,A08403,P08403,N,2
O000393,C05129,2025-01-03,2025-01-06,SKU02403,fashion,3055.49,12.69,2667.79,upi,D05129,A05129,P05129,S,2
O000394,C06879,2025-01-03,2025-01-04,SKU01913,fashion,2665.4,4.71,2540.0,card,D06879,A06879,P06879,E,2
O000395,C01517,2025-01-03,2025-01-05,SKU00314,grocery,942.05,25.29,703.77,card,D01517,A01517,P01517,S,2
O000396,C01543,2025-01-03,2025-01-05,SKU01131,fashion,3536.75,9.67,3194.81,upi,D01543,A01543,P01543,W,2
O000397,C05869,2025-01-03,2025-01-06,SKU00748,home,6993.73,24.4,5286.93,upi,D05869,A05869,P05869,W,2
O000398,C09362,2025-01-03,2025-01-05,SKU03316,fashion,2195.5,9.06,1996.56,card,D09362,A09362,P09362,E,2
O000399,C04259,2025-01-03,2025-01-07,SKU03751,fashion,4020.59,1.48,3961.22,upi,D04259,A04259,P04259,W,2
O000400,C01854,2025-01-03,2025-01-08,SKU03750,grocery,1718.86,10.1,1545.27,card,D01854,A01854,P01854,N,1
O000401,C09839,2025-01-03,2025-01-07,SKU02873,fashion,1133.05,12.08,996.21,upi,D09839,A09839,P09839,S,1
O000402,C08134,2025-01-03,2025-01-06,SKU02857,home,6205.54,1.83,6092.03,wallet,D08134,A08134,P08134,NE,2
O000403,C06842,2025-01-03,2025-01-06,SKU00618,beauty,1610.31,18.06,1319.51,card,D06842,A06842,P06842,S,2
O000404,C07461,2025-01-03,2025-01-07,SKU04029,home,5131.35,8.59,4690.74,upi,D07461,A07461,P07461,N,2
O000405,C09323,2025-01-03,2025-01-06,SKU03640,fashion,855.15,17.7,703.79,wallet,D09323,A09323,P09323,S,2
O000406,C02275,2025-01-03,2025-01-05,SKU01148,fashion,1262.25,16.57,1053.1,upi,D02275,A02275,P02275,S,2
O000407,C06637,2025-01-03,2025-01-07,SKU03109,fashion,3062.38,11.77,2701.9,card,D06637,A06637,P06637,W,1
O000408,C01752,2025-01-03,2025-01-07,SKU00228,home,2330.62,1.71,2290.72,upi,D01752,A01752,P01752,E,2
O000409,C03309,2025-01-03,2025-01-07,SKU01668,beauty,1079.09,9.17,980.1,wallet,D03309,A03309,P03309,S,1
O000410,C07222,2025-01-03,2025-01-08,SKU03270,electronics,62421.65,3.5,60238.41,upi,D07222,A07222,P07222,N,2
O000411,C03419,2025-01-03,2025-01-05,SKU01673,home,4980.32,8.22,4570.82,card,D03419,A03419,P03419,S,2
O000412,C02249,2025-01-03,2025-01-05,SKU03694,fashion,839.11,8.06,771.5,card,D02249,A02249,P02249,S,2
O000413,C01138,2025-01-03,2025-01-08,SKU04039,beauty,1162.48,2.59,1132.32,cod,D01138,A01138,P01138,S,2
O000414,C06172,2025-01-03,2025-01-06,SKU00067,beauty,6027.33,1.0,5967.26,cod,D06172,A06172,P06172,S,1
O000415,C09562,2025-01-03,2025-01-06,SKU04233,electronics,5848.33,42.26,3376.6,upi,D09562,A09562,P09562,N,2
O000416,C05585,2025-01-03,2025-01-05,SKU03043,sports,1466.35,10.48,1312.68,upi,D05585,A05585,P05585,E,1
O000417,C02874,2025-01-03,2025-01-07,SKU03034,fashion,1584.19,14.04,1361.83,card,D02874,A02874,P02874,S,1
O000418,C07384,2025-01-03,2025-01-05,SKU00652,home,7039.28,12.01,6194.1,card,D07384,A07384,P07384,N,2
O000419,C01770,2025-01-03,2025-01-07,SKU04302,home,916.97,11.79,808.85,upi,D01770,A01770,P01770,S,2
O000420,C02804,2025-01-03,2025-01-07,SKU01214,fashion,1211.39,6.76,1129.55,card,D02804,A02804,P02804,E,2
O000421,C07040,2025-01-03,2025-01-05,SKU02722,fashion,2112.86,11.02,1879.98,cod,D07040,A07040,P07040,S,2
O000422,C01284,2025-01-03,2025-01-05,SKU04062,sports,6738.84,8.87,6140.96,card,D01284,A01284,P01284,W,1
O000423,C09175,2025-01-03,2025-01-05,SKU02949,sports,2259.67,9.65,2041.54,card,DCO0020,ACO0020,PCO0020,N,1
O000424,C02438,2025-01-03,2025-01-04,SKU01989,sports,10728.35,8.09,9860.8,upi,D02438,A02438,P02438,S,1
O000425,C03068,2025-01-03,2025-01-04,SKU00433,electronics,27366.3,26.29,20172.22,cod,D03068,A03068,P03068,N,2
O000426,C02985,2025-01-03,2025-01-07,SKU01486,grocery,633.83,4.1,607.85,upi,D02985,A02985,P02985,E,2
O000427,C01891,2025-01-03,2025-01-07,SKU02956,grocery,614.66,8.1,564.9,cod,D01891,A01891,P01891,N,2
